[2018-03-04 00:24:59,918222] front.INFO  [NULL] [d0d3748c] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /plugin/products/detail/146/review, 66.249.79.68, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 09:32:26,282845] front.INFO  [1272eab8] [3b9b0652] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_detail"]  [GET, /products/detail/90, 40.77.167.44, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-03-04 09:32:27,700546] front.INFO  [1272eab8] [3b9b0652] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_detail"]  [GET, /products/detail/90, 40.77.167.44, NULL, Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)]
[2018-03-04 09:35:25,926908] front.INFO  [NULL] [a6c3909b] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?category_id=37, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 09:35:25,929918] front.INFO  [NULL] [a6c3909b] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?category_id=37, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 09:35:25,971359] front.INFO  [e21be2ea] [a6c3909b] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?category_id=37, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 09:35:26,232196] front.INFO  [e21be2ea] [a6c3909b] [NULL] [Event:onRenderProductList:54] - CategoryContent Product/list.twig start   [GET, /products/list?category_id=37, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 09:35:26,705160] front.INFO  [e21be2ea] [a6c3909b] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?category_id=37, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 09:35:27,684864] front.INFO  [e21be2ea] [a6c3909b] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?category_id=37, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 09:41:18,448321] front.INFO  [NULL] [5193b4ac] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/detail/212, 118.152.186.96, NULL, Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1]
[2018-03-04 09:41:18,450643] front.INFO  [NULL] [5193b4ac] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_detail"]  [GET, /products/detail/212, 118.152.186.96, NULL, Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1]
[2018-03-04 09:41:18,501382] front.INFO  [95372c17] [5193b4ac] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_detail"]  [GET, /products/detail/212, 118.152.186.96, NULL, Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1]
[2018-03-04 09:41:18,570034] front.INFO  [95372c17] [5193b4ac] [NULL] [Event:onRenderProductDetail:56] - RelatedProduct trigger onRenderProductDetail start   [GET, /products/detail/212, 118.152.186.96, NULL, Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1]
[2018-03-04 09:41:18,575878] front.INFO  [95372c17] [5193b4ac] [NULL] [Event:onRenderProductDetail:77] - Render related product with  {"RELATED_PRODUCT_TAG":"<!--# related-product-plugin-tag #-->"}  [GET, /products/detail/212, 118.152.186.96, NULL, Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1]
[2018-03-04 09:41:18,576009] front.INFO  [95372c17] [5193b4ac] [NULL] [Event:onRenderProductDetail:93] - RelatedProduct trigger onRenderProductDetail finish   [GET, /products/detail/212, 118.152.186.96, NULL, Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1]
[2018-03-04 09:41:18,584241] front.INFO  [95372c17] [5193b4ac] [NULL] [Maker:onRenderProductDetail:170] - Event: product maker hook into the product detail start.   [GET, /products/detail/212, 118.152.186.96, NULL, Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1]
[2018-03-04 09:41:18,588084] front.INFO  [95372c17] [5193b4ac] [NULL] [Maker:onRenderProductDetail:191] - Event: product maker not found. {"Product id":212}  [GET, /products/detail/212, 118.152.186.96, NULL, Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1]
[2018-03-04 09:41:18,588422] front.INFO  [95372c17] [5193b4ac] [NULL] [ProductReviewEvent:onProductDetailRender:32] - Event: product review hook into the product detail start.   [GET, /products/detail/212, 118.152.186.96, NULL, Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1]
[2018-03-04 09:41:18,600392] front.INFO  [95372c17] [5193b4ac] [NULL] [ProductReviewEvent:onProductDetailRender:85] - Event: product review render success. {"Product id":212}  [GET, /products/detail/212, 118.152.186.96, NULL, Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1]
[2018-03-04 09:41:18,600496] front.INFO  [95372c17] [5193b4ac] [NULL] [ProductReviewEvent:onProductDetailRender:86] - Event: product review hook into the product detail end.   [GET, /products/detail/212, 118.152.186.96, NULL, Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1]
[2018-03-04 09:41:19,276949] front.INFO  [95372c17] [5193b4ac] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_detail"]  [GET, /products/detail/212, 118.152.186.96, NULL, Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1]
[2018-03-04 09:41:19,538194] front.INFO  [95372c17] [5193b4ac] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_detail"]  [GET, /products/detail/212, 118.152.186.96, NULL, Mozilla/5.0 (iPad; CPU OS 9_2_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13D15 Safari/601.1]
[2018-03-04 10:05:50,102692] front.INFO  [NULL] [2a3f4724] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /plugin/products/detail/301/review, 66.249.79.68, NULL, Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:05:50,108362] front.INFO  [NULL] [2a3f4724] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["plugin_products_detail_review"]  [GET, /plugin/products/detail/301/review, 66.249.79.68, NULL, Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:05:50,161313] front.INFO  [8e2cbfe3] [2a3f4724] [NULL] [LogListener:onKernelController:73] - LOGIC START ["plugin_products_detail_review"]  [GET, /plugin/products/detail/301/review, 66.249.79.68, NULL, Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:05:50,823575] front.INFO  [8e2cbfe3] [2a3f4724] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["plugin_products_detail_review"]  [GET, /plugin/products/detail/301/review, 66.249.79.68, NULL, Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:05:51,533355] front.INFO  [8e2cbfe3] [2a3f4724] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["plugin_products_detail_review"]  [GET, /plugin/products/detail/301/review, 66.249.79.68, NULL, Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:19:30,618954] front.INFO  [NULL] [67b78860] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /plugin/products/detail/147/review, 66.249.79.68, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:19:30,624105] front.INFO  [NULL] [67b78860] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["plugin_products_detail_review"]  [GET, /plugin/products/detail/147/review, 66.249.79.68, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:19:30,659568] front.INFO  [f7dd1a59] [67b78860] [NULL] [LogListener:onKernelController:73] - LOGIC START ["plugin_products_detail_review"]  [GET, /plugin/products/detail/147/review, 66.249.79.68, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:19:31,318662] front.INFO  [f7dd1a59] [67b78860] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["plugin_products_detail_review"]  [GET, /plugin/products/detail/147/review, 66.249.79.68, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:19:32,219970] front.INFO  [f7dd1a59] [67b78860] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["plugin_products_detail_review"]  [GET, /plugin/products/detail/147/review, 66.249.79.68, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:20:29,349616] front.INFO  [NULL] [fe1c6c63] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?mode=&category_id=68&name=&pageno=1&disp_number=50&orderby=1, 66.249.79.70, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:20:29,351967] front.INFO  [NULL] [fe1c6c63] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?mode=&category_id=68&name=&pageno=1&disp_number=50&orderby=1, 66.249.79.70, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:20:29,382555] front.INFO  [e7b23ec4] [fe1c6c63] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?mode=&category_id=68&name=&pageno=1&disp_number=50&orderby=1, 66.249.79.70, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:20:29,503488] front.INFO  [e7b23ec4] [fe1c6c63] [NULL] [Event:onRenderProductList:54] - CategoryContent Product/list.twig start   [GET, /products/list?mode=&category_id=68&name=&pageno=1&disp_number=50&orderby=1, 66.249.79.70, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:20:29,971942] front.INFO  [e7b23ec4] [fe1c6c63] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?mode=&category_id=68&name=&pageno=1&disp_number=50&orderby=1, 66.249.79.70, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:20:30,683944] front.INFO  [e7b23ec4] [fe1c6c63] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?mode=&category_id=68&name=&pageno=1&disp_number=50&orderby=1, 66.249.79.70, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:21:57,192983] front.INFO  [NULL] [7edf4810] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /plugin/products/detail/197/review, 66.249.79.68, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:21:57,197934] front.INFO  [NULL] [7edf4810] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["plugin_products_detail_review"]  [GET, /plugin/products/detail/197/review, 66.249.79.68, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:21:57,228864] front.INFO  [1533756b] [7edf4810] [NULL] [LogListener:onKernelController:73] - LOGIC START ["plugin_products_detail_review"]  [GET, /plugin/products/detail/197/review, 66.249.79.68, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:21:57,809162] front.INFO  [1533756b] [7edf4810] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["plugin_products_detail_review"]  [GET, /plugin/products/detail/197/review, 66.249.79.68, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:21:58,510798] front.INFO  [1533756b] [7edf4810] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["plugin_products_detail_review"]  [GET, /plugin/products/detail/197/review, 66.249.79.68, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:24:23,748283] front.INFO  [NULL] [f33ed56e] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /plugin/products/detail/208/review, 66.249.79.70, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:24:23,753673] front.INFO  [NULL] [f33ed56e] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["plugin_products_detail_review"]  [GET, /plugin/products/detail/208/review, 66.249.79.70, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:24:23,785379] front.INFO  [09dde9e1] [f33ed56e] [NULL] [LogListener:onKernelController:73] - LOGIC START ["plugin_products_detail_review"]  [GET, /plugin/products/detail/208/review, 66.249.79.70, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:24:24,410169] front.INFO  [09dde9e1] [f33ed56e] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["plugin_products_detail_review"]  [GET, /plugin/products/detail/208/review, 66.249.79.70, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:24:25,127113] front.INFO  [09dde9e1] [f33ed56e] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["plugin_products_detail_review"]  [GET, /plugin/products/detail/208/review, 66.249.79.70, NULL, Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:31:54,465544] front.INFO  [NULL] [09748b28] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?category_id=148, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 10:31:54,467884] front.INFO  [NULL] [09748b28] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?category_id=148, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 10:31:54,538021] front.INFO  [945a9e10] [09748b28] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?category_id=148, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 10:31:54,686196] front.INFO  [945a9e10] [09748b28] [NULL] [Event:onRenderProductList:54] - CategoryContent Product/list.twig start   [GET, /products/list?category_id=148, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 10:31:55,160795] front.INFO  [945a9e10] [09748b28] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?category_id=148, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 10:31:56,149044] front.INFO  [945a9e10] [09748b28] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?category_id=148, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 10:41:00,249017] front.INFO  [NULL] [e877343d] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?mode=&category_id=159&name=&pageno=1&disp_number=30&orderby=4, 66.249.79.65, NULL, Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:41:00,251352] front.INFO  [NULL] [e877343d] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?mode=&category_id=159&name=&pageno=1&disp_number=30&orderby=4, 66.249.79.65, NULL, Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:41:00,283452] front.INFO  [764d8848] [e877343d] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?mode=&category_id=159&name=&pageno=1&disp_number=30&orderby=4, 66.249.79.65, NULL, Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:41:00,496997] front.INFO  [764d8848] [e877343d] [NULL] [Event:onRenderProductList:54] - CategoryContent Product/list.twig start   [GET, /products/list?mode=&category_id=159&name=&pageno=1&disp_number=30&orderby=4, 66.249.79.65, NULL, Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:41:00,978359] front.INFO  [764d8848] [e877343d] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?mode=&category_id=159&name=&pageno=1&disp_number=30&orderby=4, 66.249.79.65, NULL, Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:41:01,787804] front.INFO  [764d8848] [e877343d] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?mode=&category_id=159&name=&pageno=1&disp_number=30&orderby=4, 66.249.79.65, NULL, Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)]
[2018-03-04 10:59:57,175931] front.INFO  [NULL] [1e4083aa] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?category_id=102, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 10:59:57,178083] front.INFO  [NULL] [1e4083aa] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?category_id=102, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 10:59:57,231445] front.INFO  [bebaa833] [1e4083aa] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?category_id=102, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 10:59:57,347682] front.INFO  [bebaa833] [1e4083aa] [NULL] [Event:onRenderProductList:54] - CategoryContent Product/list.twig start   [GET, /products/list?category_id=102, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 10:59:57,841581] front.INFO  [bebaa833] [1e4083aa] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?category_id=102, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 10:59:59,216105] front.INFO  [bebaa833] [1e4083aa] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?category_id=102, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:08,546044] front.INFO  [NULL] [82701ee6] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?category_id=145, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:08,548797] front.INFO  [NULL] [82701ee6] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?category_id=145, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:08,580393] front.INFO  [97774c51] [82701ee6] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?category_id=145, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:08,720409] front.INFO  [97774c51] [82701ee6] [NULL] [Event:onRenderProductList:54] - CategoryContent Product/list.twig start   [GET, /products/list?category_id=145, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:09,256439] front.INFO  [97774c51] [82701ee6] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?category_id=145, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:10,084427] front.INFO  [97774c51] [82701ee6] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?category_id=145, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:17,571786] front.INFO  [NULL] [6ee4e576] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?category_id=155, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:17,574161] front.INFO  [NULL] [6ee4e576] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?category_id=155, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:17,605275] front.INFO  [38867790] [6ee4e576] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?category_id=155, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:17,723287] front.INFO  [38867790] [6ee4e576] [NULL] [Event:onRenderProductList:54] - CategoryContent Product/list.twig start   [GET, /products/list?category_id=155, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:18,202690] front.INFO  [38867790] [6ee4e576] [NULL] [LogListener:onKernelResponse:86] - LOGIC END ["product_list"]  [GET, /products/list?category_id=155, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:19,573183] front.INFO  [38867790] [6ee4e576] [NULL] [LogListener:onKernelTerminate:95] - PROCESS END ["product_list"]  [GET, /products/list?category_id=155, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:31,165610] front.INFO  [NULL] [f1c84764] [NULL] [LogListener:onKernelRequestEarly:47] - INIT   [GET, /products/list?category_id=75, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:31,167904] front.INFO  [NULL] [f1c84764] [NULL] [LogListener:onKernelRequest:60] - PROCESS START ["product_list"]  [GET, /products/list?category_id=75, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:31,193822] front.INFO  [291067de] [f1c84764] [NULL] [LogListener:onKernelController:73] - LOGIC START ["product_list"]  [GET, /products/list?category_id=75, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
[2018-03-04 11:00:31,303201] front.INFO  [291067de] [f1c84764] [NULL] [Event:onRenderProductList:54] - CategoryContent Product/list.twig start   [GET, /products/list?category_id=75, 216.244.66.245, NULL, Mozilla/5.0 (compatible; DotBot/1.1; http://www.opensiteexplorer.org/dotbot, help@moz.com)]
